variable_index,variable_name,route_id,room_id,room_name,start_node,exit_node,occupancy,distance,self_congestion_cost,bqm_linear_bias
15,x_R02_EXIT_G,R02__EXIT_G,R02,Apartment 103,START_R02,EXIT_G,2,45.5,0.002117979439425404,-0.7967133003411625
16,x_R02_EXIT_H,R02__EXIT_H,R02,Apartment 103,START_R02,EXIT_H,2,27.5,0.0017054392199529836,-0.8121697185380691
17,x_R02_EXIT_STAIRWELL,R02__EXIT_STAIRWELL,R02,Apartment 103,START_R02,EXIT_STAIRWELL,2,37.5,0.001548817250773628,-0.803968630519785
18,x_R03_EXIT_A,R03__EXIT_A,R03,Apartment 106,START_R03,EXIT_A,2,21.5,0.000910045298042138,-0.817979738452458
19,x_R03_EXIT_B,R03__EXIT_B,R03,Apartment 106,START_R03,EXIT_B,2,5.5,0.0003572618774091184,-0.8319048578530325
20,x_R03_EXIT_C,R03__EXIT_C,R03,Apartment 106,START_R03,EXIT_C,2,21.5,0.0009100452980421381,-0.817979738452458
21,x_R03_EXIT_D,R03__EXIT_D,R03,Apartment 106,START_R03,EXIT_D,2,33.5,0.001348177342543865,-0.8075123544230001
22,x_R03_EXIT_E,R03__EXIT_E,R03,Apartment 106,START_R03,EXIT_E,2,42.0,0.0023513768836926786,-0.7994051013925074
23,x_R03_EXIT_F,R03__EXIT_F,R03,Apartment 106,START_R03,EXIT_F,2,35.5,0.0016511845508908535,-0.8055378052171605
24,x_R03_EXIT_G,R03__EXIT_G,R03,Apartment 106,START_R03,EXIT_G,2,42.0,0.0023472821916879897,-0.7994091960845121
25,x_R03_EXIT_H,R03__EXIT_H,R03,Apartment 106,START_R03,EXIT_H,2,29.5,0.00124171535042195,-0.8109619004101074
26,x_R03_EXIT_STAIRWELL,R03__EXIT_STAIRWELL,R03,Apartment 106,START_R03,EXIT_STAIRWELL,2,32.0,0.0016307110908674082,-0.8084834771727961
27,x_R04_EXIT_A,R04__EXIT_A,R04,Apartment 104,START_R04,EXIT_A,2,21.5,0.000910045298042138,-0.817979738452458
28,x_R04_EXIT_B,R04__EXIT_B,R04,Apartment 104,START_R04,EXIT_B,2,5.5,0.0003572618774091184,-0.8319048578530325
29,x_R04_EXIT_C,R04__EXIT_C,R04,Apartment 104,START_R04,EXIT_C,2,21.5,0.0009100452980421383,-0.817979738452458
30,x_R04_EXIT_D,R04__EXIT_D,R04,Apartment 104,START_R04,EXIT_D,2,33.5,0.0013481773425438651,-0.8075123544230001
31,x_R04_EXIT_E,R04__EXIT_E,R04,Apartment 104,START_R04,EXIT_E,2,42.0,0.0023513768836926786,-0.7994051013925074
32,x_R04_EXIT_F,R04__EXIT_F,R04,Apartment 104,START_R04,EXIT_F,2,35.5,0.0016511845508908535,-0.8055378052171605
33,x_R04_EXIT_G,R04__EXIT_G,R04,Apartment 104,START_R04,EXIT_G,2,42.0,0.0023472821916879897,-0.7994091960845121
34,x_R04_EXIT_H,R04__EXIT_H,R04,Apartment 104,START_R04,EXIT_H,2,29.5,0.00124171535042195,-0.8109619004101074
35,x_R04_EXIT_STAIRWELL,R04__EXIT_STAIRWELL,R04,Apartment 104,START_R04,EXIT_STAIRWELL,2,32.0,0.0016307110908674082,-0.8084834771727961
36,x_R05_EXIT_A,R05__EXIT_A,R05,Apartment 101,START_R05,EXIT_A,2,30.5,0.00124171535042195,-0.8101261294113611
37,x_R05_EXIT_B,R05__EXIT_B,R05,Apartment 101,START_R05,EXIT_B,2,21.5,0.0009100452980421381,-0.817979738452458
38,x_R05_EXIT_C,R05__EXIT_C,R05,Apartment 101,START_R05,EXIT_C,2,5.5,0.0003572618774091184,-0.8319048578530325
39,x_R05_EXIT_D,R05__EXIT_D,R05,Apartment 101,START_R05,EXIT_D,2,24.5,0.0010165072901640532,-0.8153659634640971
40,x_R05_EXIT_E,R05__EXIT_E,R05,Apartment 101,START_R05,EXIT_E,2,41.5,0.0019337182992143968,-0.8002406454763589
41,x_R05_EXIT_F,R05__EXIT_F,R05,Apartment 101,START_R05,EXIT_F,2,37.0,0.0013072304224969746,-0.8046281028474348
42,x_R05_EXIT_G,R05__EXIT_G,R05,Apartment 101,START_R05,EXIT_G,2,46.5,0.0025315433318989964,-0.7954639654499425
43,x_R05_EXIT_H,R05__EXIT_H,R05,Apartment 101,START_R05,EXIT_H,2,38.5,0.0015733854028017618,-0.8031082913690105
44,x_R05_EXIT_STAIRWELL,R05__EXIT_STAIRWELL,R05,Apartment 101,START_R05,EXIT_STAIRWELL,2,33.5,0.0012867569624735295,-0.8075737748030705
45,x_R06_EXIT_A,R06__EXIT_A,R06,Apartment 105,START_R06,EXIT_A,2,30.5,0.00124171535042195,-0.8101261294113611
46,x_R06_EXIT_B,R06__EXIT_B,R06,Apartment 105,START_R06,EXIT_B,2,21.5,0.0009100452980421381,-0.817979738452458
47,x_R06_EXIT_C,R06__EXIT_C,R06,Apartment 105,START_R06,EXIT_C,2,5.5,0.0003572618774091184,-0.8319048578530325
48,x_R06_EXIT_D,R06__EXIT_D,R06,Apartment 105,START_R06,EXIT_D,2,24.5,0.0010165072901640532,-0.8153659634640971
49,x_R06_EXIT_E,R06__EXIT_E,R06,Apartment 105,START_R06,EXIT_E,2,41.5,0.0019337182992143968,-0.8002406454763589
50,x_R06_EXIT_F,R06__EXIT_F,R06,Apartment 105,START_R06,EXIT_F,2,37.0,0.0013072304224969746,-0.8046281028474348
51,x_R06_EXIT_G,R06__EXIT_G,R06,Apartment 105,START_R06,EXIT_G,2,46.5,0.0025315433318989964,-0.7954639654499425
52,x_R06_EXIT_H,R06__EXIT_H,R06,Apartment 105,START_R06,EXIT_H,2,38.5,0.0015733854028017618,-0.8031082913690105
53,x_R06_EXIT_STAIRWELL,R06__EXIT_STAIRWELL,R06,Apartment 105,START_R06,EXIT_STAIRWELL,2,33.5,0.0012867569624735295,-0.8075737748030705
54,x_R07_EXIT_A,R07__EXIT_A,R07,Apartment 107,START_R07,EXIT_A,2,34.25,0.0013891242625907554,-0.8068445792538935
55,x_R07_EXIT_B,R07__EXIT_B,R07,Apartment 107,START_R07,EXIT_B,2,25.25,0.0010574542102109433,-0.8146981882949904
56,x_R07_EXIT_C,R07__EXIT_C,R07,Apartment 107,START_R07,EXIT_C,2,16.25,0.0007257841578311315,-0.8225517973360873
57,x_R07_EXIT_D,R07__EXIT_D,R07,Apartment 107,START_R07,EXIT_D,2,20.75,0.0010697382862250105,-0.8184468737133349
58,x_R07_EXIT_E,R07__EXIT_E,R07,Apartment 107,START_R07,EXIT_E,2,45.25,0.0020811272113832025,-0.7969590953188912
59,x_R07_EXIT_F,R07__EXIT_F,R07,Apartment 107,START_R07,EXIT_F,2,40.75,0.0014546393346657799,-0.8013465526899672
60,x_R07_EXIT_G,R07__EXIT_G,R07,Apartment 107,START_R07,EXIT_G,2,50.25,0.002678952244067802,-0.7921824152924749
61,x_R07_EXIT_H,R07__EXIT_H,R07,Apartment 107,START_R07,EXIT_H,2,42.25,0.0017207943149705673,-0.799826741211543
62,x_R07_EXIT_STAIRWELL,R07__EXIT_STAIRWELL,R07,Apartment 107,START_R07,EXIT_STAIRWELL,2,37.25,0.0014341658746423347,-0.8042922246456029
63,x_R08_EXIT_A,R08__EXIT_A,R08,Apartment 109,START_R08,EXIT_A,2,12.25,0.0007718494428838833,-0.8258488160460199
64,x_R08_EXIT_B,R08__EXIT_B,R08,Apartment 109,START_R08,EXIT_B,2,21.25,0.001103519495263695,-0.817995207004923
65,x_R08_EXIT_C,R08__EXIT_C,R08,Apartment 109,START_R08,EXIT_C,2,30.25,0.001435189547643507,-0.8101415979638261
66,x_R08_EXIT_D,R08__EXIT_D,R08,Apartment 109,START_R08,EXIT_D,2,39.0,0.0019132448391909517,-0.8023505464332481
67,x_R08_EXIT_E,R08__EXIT_E,R08,Apartment 109,START_R08,EXIT_E,2,44.0,0.002060653751359757,-0.7980242825273476
68,x_R08_EXIT_F,R08__EXIT_F,R08,Apartment 109,START_R08,EXIT_F,2,35.5,0.0013277038825204195,-0.8058612858855309
69,x_R08_EXIT_G,R08__EXIT_G,R08,Apartment 109,START_R08,EXIT_G,2,40.0,0.0018763926111487503,-0.8015516276625441
70,x_R08_EXIT_H,R08__EXIT_H,R08,Apartment 109,START_R08,EXIT_H,2,15.0,0.0006684584697654852,-0.8236538367725859
71,x_R08_EXIT_STAIRWELL,R08__EXIT_STAIRWELL,R08,Apartment 109,START_R08,EXIT_STAIRWELL,2,32.0,0.0013072304224969744,-0.8088069578411665
72,x_R09_EXIT_A,R09__EXIT_A,R09,Apartment 111,START_R09,EXIT_A,2,18.0,0.0014106213956153726,-0.820404360850497
73,x_R09_EXIT_B,R09__EXIT_B,R09,Apartment 111,START_R09,EXIT_B,2,27.0,0.0017422914479951848,-0.8125507518094001
74,x_R09_EXIT_C,R09__EXIT_C,R09,Apartment 111,START_R09,EXIT_C,2,36.0,0.0020739615003749962,-0.8046971427683032
75,x_R09_EXIT_D,R09__EXIT_D,R09,Apartment 111,START_R09,EXIT_D,2,39.0,0.0018968660711721958,-0.8023669252012668
76,x_R09_EXIT_E,R09__EXIT_E,R09,Apartment 111,START_R09,EXIT_E,2,44.0,0.002044274983341001,-0.7980406612953663
77,x_R09_EXIT_F,R09__EXIT_F,R09,Apartment 111,START_R09,EXIT_F,2,35.5,0.0013113251145016635,-0.8058776646535496
78,x_R09_EXIT_G,R09__EXIT_G,R09,Apartment 111,START_R09,EXIT_G,2,40.0,0.0018600138431299944,-0.8015680064305628
79,x_R09_EXIT_H,R09__EXIT_H,R09,Apartment 111,START_R09,EXIT_H,2,15.0,0.0006520797017467288,-0.8236702155406046
80,x_R09_EXIT_STAIRWELL,R09__EXIT_STAIRWELL,R09,Apartment 111,START_R09,EXIT_STAIRWELL,2,32.0,0.0012908516544782181,-0.8088233366091853
81,x_R10_EXIT_A,R10__EXIT_A,R10,Printer Room,START_R10,EXIT_A,2,32.0,0.0012949463464829076,-0.8088192419171806
82,x_R10_EXIT_B,R10__EXIT_B,R10,Printer Room,START_R10,EXIT_B,2,23.0,0.0009632762941030955,-0.8166728509582775
83,x_R10_EXIT_C,R10__EXIT_C,R10,Printer Room,START_R10,EXIT_C,2,14.0,0.0006316062417232838,-0.8245264599993744
84,x_R10_EXIT_D,R10__EXIT_D,R10,Printer Room,START_R10,EXIT_D,2,12.5,0.00035316718540442927,-0.8260585555538128
85,x_R10_EXIT_E,R10__EXIT_E,R10,Printer Room,START_R10,EXIT_E,2,37.5,0.0015651960187923837,-0.8039522517517662
86,x_R10_EXIT_F,R10__EXIT_F,R10,Printer Room,START_R10,EXIT_F,2,33.0,0.0009387081420749614,-0.8083397091228421
87,x_R10_EXIT_G,R10__EXIT_G,R10,Printer Room,START_R10,EXIT_G,2,43.5,0.0017412677749940124,-0.7987615540030866
88,x_R10_EXIT_H,R10__EXIT_H,R10,Printer Room,START_R10,EXIT_H,2,36.5,0.0015979535548298963,-0.804755265214475
89,x_R10_EXIT_STAIRWELL,R10__EXIT_STAIRWELL,R10,Printer Room,START_R10,EXIT_STAIRWELL,2,29.5,0.0009182346820515163,-0.8112853810784778
90,x_R11_EXIT_A,R11__EXIT_A,R11,Apartment 110,START_R11,EXIT_A,2,34.75,0.0013891242625907554,-0.8064266937545203
91,x_R11_EXIT_B,R11__EXIT_B,R11,Apartment 110,START_R11,EXIT_B,2,25.75,0.0010574542102109433,-0.8142803027956173
92,x_R11_EXIT_C,R11__EXIT_C,R11,Apartment 110,START_R11,EXIT_C,2,16.75,0.0007257841578311315,-0.8221339118367141
93,x_R11_EXIT_D,R11__EXIT_D,R11,Apartment 110,START_R11,EXIT_D,2,21.25,0.0010697382862250105,-0.8180289882139616
94,x_R11_EXIT_E,R11__EXIT_E,R11,Apartment 110,START_R11,EXIT_E,2,45.75,0.0020811272113832025,-0.796541209819518
95,x_R11_EXIT_F,R11__EXIT_F,R11,Apartment 110,START_R11,EXIT_F,2,41.25,0.0014546393346657799,-0.8009286671905941
96,x_R11_EXIT_G,R11__EXIT_G,R11,Apartment 110,START_R11,EXIT_G,2,50.75,0.002678952244067802,-0.7917645297931017
97,x_R11_EXIT_H,R11__EXIT_H,R11,Apartment 110,START_R11,EXIT_H,2,42.75,0.0017207943149705673,-0.7994088557121697
98,x_R11_EXIT_STAIRWELL,R11__EXIT_STAIRWELL,R11,Apartment 110,START_R11,EXIT_STAIRWELL,2,37.75,0.0014341658746423347,-0.8038743391462297
99,x_R12_EXIT_A,R12__EXIT_A,R12,Communal Bathroom,START_R12,EXIT_A,4,23.0,0.003771211336318602,-0.813864915916062
100,x_R12_EXIT_B,R12__EXIT_B,R12,Communal Bathroom,START_R12,EXIT_B,4,14.5,0.0023626372867055737,-0.8223775434550189
101,x_R12_EXIT_C,R12__EXIT_C,R12,Communal Bathroom,START_R12,EXIT_C,4,19.0,0.0030996818475496,-0.8178795293998163
102,x_R12_EXIT_D,R12__EXIT_D,R12,Communal Bathroom,START_R12,EXIT_D,4,19.0,0.003247090759718405,-0.8177321204876475
103,x_R12_EXIT_E,R12__EXIT_E,R12,Communal Bathroom,START_R12,EXIT_E,4,27.25,0.0058185573386631195,-0.8082655431690455
104,x_R12_EXIT_F,R12__EXIT_F,R12,Communal Bathroom,START_R12,EXIT_F,4,20.75,0.0030177880074558194,-0.816498823992104
105,x_R12_EXIT_G,R12__EXIT_G,R12,Communal Bathroom,START_R12,EXIT_G,4,27.25,0.005802178570644364,-0.8082819219370643
106,x_R12_EXIT_H,R12__EXIT_H,R12,Communal Bathroom,START_R12,EXIT_H,4,19.0,0.0033289845998121857,-0.8176502266475538
107,x_R12_EXIT_STAIRWELL,R12__EXIT_STAIRWELL,R12,Communal Bathroom,START_R12,EXIT_STAIRWELL,4,17.25,0.0029358941673620384,-0.81950591632781
108,x_R13_EXIT_A,R13__EXIT_A,R13,Apartment 113,START_R13,EXIT_A,2,22.0,0.0015375568477607327,-0.8169343414033662
109,x_R13_EXIT_B,R13__EXIT_B,R13,Apartment 113,START_R13,EXIT_B,2,30.0,0.0012212418903985048,-0.8105644883707577
110,x_R13_EXIT_C,R13__EXIT_C,R13,Apartment 113,START_R13,EXIT_C,2,39.0,0.0015529119427783167,-0.8027108793296608
111,x_R13_EXIT_D,R13__EXIT_D,R13,Apartment 113,START_R13,EXIT_D,2,35.0,0.0018026881550643479,-0.8058041871123601
112,x_R13_EXIT_E,R13__EXIT_E,R13,Apartment 113,START_R13,EXIT_E,2,40.0,0.0019500970672331533,-0.8014779232064596
113,x_R13_EXIT_F,R13__EXIT_F,R13,Apartment 113,START_R13,EXIT_F,2,31.5,0.0012171471983938157,-0.8093149265646429
114,x_R13_EXIT_G,R13__EXIT_G,R13,Apartment 113,START_R13,EXIT_G,2,36.0,0.0017658359270221469,-0.805005268341656
115,x_R13_EXIT_H,R13__EXIT_H,R13,Apartment 113,START_R13,EXIT_H,2,11.0,0.0005579017856388812,-0.8271074774516979
116,x_R13_EXIT_STAIRWELL,R13__EXIT_STAIRWELL,R13,Apartment 113,START_R13,EXIT_STAIRWELL,2,28.0,0.0011966737383703706,-0.8122605985202785
117,x_R14_EXIT_A,R14__EXIT_A,R14,Apartment 114,START_R14,EXIT_A,2,22.0,0.0015211780797419767,-0.8169507201713849
118,x_R14_EXIT_B,R14__EXIT_B,R14,Apartment 114,START_R14,EXIT_B,2,30.0,0.0012048631223797487,-0.8105808671387764
119,x_R14_EXIT_C,R14__EXIT_C,R14,Apartment 114,START_R14,EXIT_C,2,39.0,0.0015365331747595606,-0.8027272580976795
120,x_R14_EXIT_D,R14__EXIT_D,R14,Apartment 114,START_R14,EXIT_D,2,35.0,0.0017863093870455918,-0.8058205658803789
121,x_R14_EXIT_E,R14__EXIT_E,R14,Apartment 114,START_R14,EXIT_E,2,40.0,0.0019337182992143973,-0.8014943019744784
122,x_R14_EXIT_F,R14__EXIT_F,R14,Apartment 114,START_R14,EXIT_F,2,31.5,0.0012007684303750597,-0.8093313053326616
123,x_R14_EXIT_G,R14__EXIT_G,R14,Apartment 114,START_R14,EXIT_G,2,36.0,0.0017494571590033906,-0.8050216471096747
124,x_R14_EXIT_H,R14__EXIT_H,R14,Apartment 114,START_R14,EXIT_H,2,11.0,0.0005415230176201249,-0.8271238562197166
125,x_R14_EXIT_STAIRWELL,R14__EXIT_STAIRWELL,R14,Apartment 114,START_R14,EXIT_STAIRWELL,2,28.0,0.0011802949703516143,-0.8122769772882973
126,x_R15_EXIT_A,R15__EXIT_A,R15,Supply Closet,START_R15,EXIT_A,1,37.0,0.00038720431269340696,-0.8055481289572384
127,x_R15_EXIT_B,R15__EXIT_B,R15,Supply Closet,START_R15,EXIT_B,1,28.0,0.00030428679959845404,-0.8131529854590505
128,x_R15_EXIT_C,R15__EXIT_C,R15,Supply Closet,START_R15,EXIT_C,1,19.0,0.000221369286503501,-0.8207578419608624
129,x_R15_EXIT_D,R15__EXIT_D,R15,Supply Closet,START_R15,EXIT_D,1,9.5,9.85285263628299e-05,-0.8288205072090934
130,x_R15_EXIT_E,R15__EXIT_E,R15,Supply Closet,START_R15,EXIT_E,1,34.5,0.00040153573470981855,-0.8076232250320878
131,x_R15_EXIT_F,R15__EXIT_F,R15,Supply Closet,START_R15,EXIT_F,1,30.0,0.00024491376553046295,-0.8115408164956257
132,x_R15_EXIT_G,R15__EXIT_G,R15,Supply Closet,START_R15,EXIT_G,1,40.5,0.00044555367376022573,-0.8025645811005594
133,x_R15_EXIT_H,R15__EXIT_H,R15,Supply Closet,START_R15,EXIT_H,1,33.5,0.0004097251187191966,-0.8084508066468248
134,x_R15_EXIT_STAIRWELL,R15__EXIT_STAIRWELL,R15,Supply Closet,START_R15,EXIT_STAIRWELL,1,26.5,0.0002397954005246016,-0.8144711333562438
135,x_R16_EXIT_A,R16__EXIT_A,R16,Apartment 112,START_R16,EXIT_A,2,38.0,0.0016962261629424333,-0.803403336108243
136,x_R16_EXIT_B,R16__EXIT_B,R16,Apartment 112,START_R16,EXIT_B,2,29.0,0.0013645561105626212,-0.8112569451493399
137,x_R16_EXIT_C,R16__EXIT_C,R16,Apartment 112,START_R16,EXIT_C,2,20.0,0.0010328860581828093,-0.8191105541904368
138,x_R16_EXIT_D,R16__EXIT_D,R16,Apartment 112,START_R16,EXIT_D,2,10.5,0.000541523017620125,-0.8275417417190898
139,x_R16_EXIT_E,R16__EXIT_E,R16,Apartment 112,START_R16,EXIT_E,2,35.5,0.0017535518510080792,-0.8054354379170432
140,x_R16_EXIT_F,R16__EXIT_F,R16,Apartment 112,START_R16,EXIT_F,2,31.0,0.001127063974290657,-0.8098228952881192
141,x_R16_EXIT_G,R16__EXIT_G,R16,Apartment 112,START_R16,EXIT_G,2,41.5,0.0019296236072097084,-0.8002447401683636
142,x_R16_EXIT_H,R16__EXIT_H,R16,Apartment 112,START_R16,EXIT_H,2,34.5,0.0017863093870455918,-0.806238451379752
143,x_R16_EXIT_STAIRWELL,R16__EXIT_STAIRWELL,R16,Apartment 112,START_R16,EXIT_STAIRWELL,2,27.5,0.001106590514267212,-0.8127685672437548
144,x_R20_EXIT_A,R20__EXIT_A,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_A,0,37.5,0.0,-0.8055174477705587
145,x_R20_EXIT_B,R20__EXIT_B,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_B,0,32.0,0.0,-0.8101141882636635
146,x_R20_EXIT_C,R20__EXIT_C,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_C,0,33.5,0.0,-0.808860531765544
147,x_R20_EXIT_D,R20__EXIT_D,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_D,0,27.5,0.0,-0.8138751577580221
148,x_R20_EXIT_E,R20__EXIT_E,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_E,0,18.5,0.0,-0.8213970967467391
149,x_R20_EXIT_F,R20__EXIT_F,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_F,0,10.0,0.0,-0.8285011502360831
150,x_R20_EXIT_G,R20__EXIT_G,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_G,0,19.5,0.0,-0.8205613257479928
151,x_R20_EXIT_H,R20__EXIT_H,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_H,0,27.5,0.0,-0.8138751577580221
152,x_R20_EXIT_STAIRWELL,R20__EXIT_STAIRWELL,R20,Emergency Stairwell / Exit Room,START_R20,EXIT_STAIRWELL,0,0.5,0.0,-0.8364409747241733
153,x_R24_EXIT_A,R24__EXIT_A,R24,Laundry Room,START_R24,EXIT_A,4,38.5,0.005654769658475559,-0.7990269071133367
154,x_R24_EXIT_B,R24__EXIT_B,R24,Laundry Room,START_R24,EXIT_B,4,30.0,0.005851314874700633,-0.8059344153864556
155,x_R24_EXIT_C,R24__EXIT_C,R24,Laundry Room,START_R24,EXIT_C,4,23.5,0.0034600147439622355,-0.8137582270090452
156,x_R24_EXIT_D,R24__EXIT_D,R24,Laundry Room,START_R24,EXIT_D,4,17.5,0.00288675786330577,-0.8193461098821797
157,x_R24_EXIT_E,R24__EXIT_E,R24,Laundry Room,START_R24,EXIT_E,4,20.5,0.005081512777819093,-0.8146440419714274
158,x_R24_EXIT_F,R24__EXIT_F,R24,Laundry Room,START_R24,EXIT_F,4,16.0,0.0025755612709494036,-0.8209109629726556
159,x_R24_EXIT_G,R24__EXIT_G,R24,Laundry Room,START_R24,EXIT_G,4,27.5,0.005703905962531827,-0.8081712517954902
160,x_R24_EXIT_H,R24__EXIT_H,R24,Laundry Room,START_R24,EXIT_H,4,28.5,0.004328089448956311,-0.8087112973103194
161,x_R24_EXIT_STAIRWELL,R24__EXIT_STAIRWELL,R24,Laundry Room,START_R24,EXIT_STAIRWELL,4,12.5,0.002493667430855623,-0.8239180553083616
162,x_R25_EXIT_A,R25__EXIT_A,R25,Apartment 115,START_R25,EXIT_A,2,45.25,0.0016962261629424329,-0.797343996367332
163,x_R25_EXIT_B,R25__EXIT_B,R25,Apartment 115,START_R25,EXIT_B,2,36.25,0.0013645561105626212,-0.8051976054084289
164,x_R25_EXIT_C,R25__EXIT_C,R25,Apartment 115,START_R25,EXIT_C,2,27.25,0.001032886058182809,-0.8130512144495258
165,x_R25_EXIT_D,R25__EXIT_D,R25,Apartment 115,START_R25,EXIT_D,2,7.25,0.0003736406454278745,-0.8304258798372076
166,x_R25_EXIT_E,R25__EXIT_E,R25,Apartment 115,START_R25,EXIT_E,2,38.25,0.001806782847069037,-0.8030838366744298
167,x_R25_EXIT_F,R25__EXIT_F,R25,Apartment 115,START_R25,EXIT_F,2,33.75,0.0011802949703516143,-0.8074712940455058
168,x_R25_EXIT_G,R25__EXIT_G,R25,Apartment 115,START_R25,EXIT_G,2,44.25,0.0019828546032706657,-0.7978931389257501
169,x_R25_EXIT_H,R25__EXIT_H,R25,Apartment 115,START_R25,EXIT_H,2,37.25,0.001839540383106549,-0.8038868501371387
170,x_R25_EXIT_STAIRWELL,R25__EXIT_STAIRWELL,R25,Apartment 115,START_R25,EXIT_STAIRWELL,2,30.25,0.0011598215103281692,-0.8104169660011414
171,x_R28_EXIT_A,R28__EXIT_A,R28,Apartment 120,START_R28,EXIT_A,2,45.5,0.002117979439425404,-0.7967133003411625
172,x_R28_EXIT_B,R28__EXIT_B,R28,Apartment 120,START_R28,EXIT_B,2,42.0,0.0023472821916879897,-0.7994091960845121
173,x_R28_EXIT_C,R28__EXIT_C,R28,Apartment 120,START_R28,EXIT_C,2,46.5,0.002490596411852106,-0.7955049123699894
174,x_R28_EXIT_D,R28__EXIT_D,R28,Apartment 120,START_R28,EXIT_D,2,41.5,0.00196647583525191,-0.8002078879403214
175,x_R28_EXIT_E,R28__EXIT_E,R28,Apartment 120,START_R28,EXIT_E,2,31.5,0.0021548316674676053,-0.808377242095569
176,x_R28_EXIT_F,R28__EXIT_F,R28,Apartment 120,START_R28,EXIT_F,2,23.0,0.0014218817986282677,-0.8162142454537523
177,x_R28_EXIT_G,R28__EXIT_G,R28,Apartment 120,START_R28,EXIT_G,2,5.5,0.0003572618774091184,-0.8319048578530325
178,x_R28_EXIT_H,R28__EXIT_H,R28,Apartment 120,START_R28,EXIT_H,2,35.5,0.001786309387045592,-0.8054026803810057
179,x_R28_EXIT_STAIRWELL,R28__EXIT_STAIRWELL,R28,Apartment 120,START_R28,EXIT_STAIRWELL,2,19.5,0.0014014083386048226,-0.819159917409388
180,x_R29_EXIT_A,R29__EXIT_A,R29,Apartment 116,START_R29,EXIT_A,2,39.75,0.0014955862547126706,-0.8021413767686667
181,x_R29_EXIT_B,R29__EXIT_B,R29,Apartment 116,START_R29,EXIT_B,2,36.25,0.0017248890069752562,-0.8048372725120163
182,x_R29_EXIT_C,R29__EXIT_C,R29,Apartment 116,START_R29,EXIT_C,2,40.75,0.0018682032271393721,-0.8009329887974936
183,x_R29_EXIT_D,R29__EXIT_D,R29,Apartment 116,START_R29,EXIT_D,2,35.75,0.001344082650539176,-0.8056359643678256
184,x_R29_EXIT_E,R29__EXIT_E,R29,Apartment 116,START_R29,EXIT_E,2,25.75,0.0015324384827548716,-0.8138053185230733
185,x_R29_EXIT_F,R29__EXIT_F,R29,Apartment 116,START_R29,EXIT_F,2,17.25,0.0007994886139155342,-0.8216423218812565
186,x_R29_EXIT_G,R29__EXIT_G,R29,Apartment 116,START_R29,EXIT_G,2,5.5,0.0003572618774091184,-0.8319048578530325
187,x_R29_EXIT_H,R29__EXIT_H,R29,Apartment 116,START_R29,EXIT_H,2,29.75,0.0011639162023328584,-0.8108307568085099
