source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C10,ELBOW_R11,navigation,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_11,START_R11,room_start,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_18,ELBOW_R18,door_to_hallway,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C3,C4,navigation,1.0,4.0,40.0,25,2,0.625,62.5,False
C12,ELBOW_R13,navigation,1.0,2.0,20.0,12,1,0.6,60.0,False
C13,ELBOW_R14,navigation,1.0,2.0,20.0,12,1,0.6,60.0,False
C10,C11,navigation,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
C11,ELBOW_R12,navigation,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_12,START_R12,room_start,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_12,ELBOW_R12,door_to_hallway,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
EELBOW_EXIT_F,EXIT_F,exit,1.0,6.0,60.0,32,3,0.5333333333333333,53.333333333333336,False
C14,ELBOW_R15,navigation,1.0,2.0,20.0,10,1,0.5,50.0,False
DOOR_03,START_R03,room_start,1.0,2.0,20.0,10,1,0.5,50.0,False
DOOR_03,ELBOW_R03,door_to_hallway,1.0,2.0,20.0,10,1,0.5,50.0,False
DOOR_15,ELBOW_R15,door_to_hallway,1.0,2.0,20.0,10,1,0.5,50.0,False
DOOR_20,START_R20,room_start,1.0,2.0,20.0,10,1,0.5,50.0,False
DOOR_20,ELBOW_R20,door_to_hallway,1.0,2.0,20.0,10,1,0.5,50.0,False
C13,C14,navigation,1.0,5.0,50.0,24,2,0.48,48.0,False
C22,C23,navigation,1.0,5.0,50.0,23,2,0.46,46.0,False
C1,ELBOW_R26,navigation,1.0,2.0,20.0,9,1,0.45,45.0,False
DOOR_06,ELBOW_R06,door_to_hallway,1.0,2.0,20.0,9,1,0.45,45.0,False
DOOR_24,START_R24,room_start,1.0,2.0,20.0,9,1,0.45,45.0,False
DOOR_26,START_R26,room_start,1.0,2.0,20.0,9,1,0.45,45.0,False
DOOR_30,START_R30,room_start,1.0,2.0,20.0,9,1,0.45,45.0,False
C7,ELBOW_R08,navigation,1.0,3.0,30.0,12,1,0.4,40.0,False
C12,C13,navigation,1.0,3.0,30.0,12,1,0.4,40.0,False
C18,C19,navigation,1.0,4.0,40.0,16,2,0.4,40.0,False
DOOR_08,START_R08,room_start,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_08,ELBOW_R08,door_to_hallway,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_13,START_R13,room_start,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_13,ELBOW_R13,door_to_hallway,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_14,START_R14,room_start,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_14,ELBOW_R14,door_to_hallway,1.0,3.0,30.0,12,1,0.4,40.0,False
C17,C18,navigation,1.0,5.0,50.0,19,1,0.38,38.0,False
C21,ELBOW_R22,navigation,1.0,2.0,20.0,7,1,0.35,35.0,False
DOOR_22,START_R22,room_start,1.0,2.0,20.0,7,1,0.35,35.0,False
DOOR_22,ELBOW_R22,door_to_hallway,1.0,2.0,20.0,7,1,0.35,35.0,False
C14,C15,navigation,1.0,5.0,50.0,17,2,0.34,34.0,False
C2,ELBOW_R03,navigation,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C19,ELBOW_R20,navigation,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_15,START_R15,room_start,1.0,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C5,ELBOW_R06,navigation,1.0,3.0,30.0,9,1,0.3,30.0,False
C5,ELBOW_R30,navigation,1.0,3.0,30.0,9,1,0.3,30.0,False
C9,ELBOW_R10,navigation,1.0,2.0,20.0,6,1,0.3,30.0,False
C20,ELBOW_R21,navigation,1.0,2.0,20.0,6,1,0.3,30.0,False
C23,ELBOW_R24,navigation,1.0,3.0,30.0,9,1,0.3,30.0,False
DOOR_06,START_R06,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
DOOR_21,ELBOW_R21,door_to_hallway,1.0,2.0,20.0,6,1,0.3,30.0,False
DOOR_24,ELBOW_R24,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
DOOR_26,ELBOW_R26,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
DOOR_30,ELBOW_R30,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
C6,C7,navigation,1.0,5.0,50.0,12,1,0.24,24.0,False
C3,ELBOW_R28,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
C4,ELBOW_R05,navigation,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_05,START_R05,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_05,ELBOW_R05,door_to_hallway,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_10,START_R10,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_10,ELBOW_R10,door_to_hallway,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_21,START_R21,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_28,START_R28,room_start,1.0,2.0,20.0,4,1,0.2,20.0,False
C21,C22,navigation,1.0,4.0,40.0,7,1,0.175,17.5,False
C4,ELBOW_R29,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
DOOR_28,ELBOW_R28,door_to_hallway,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
DOOR_29,START_R29,room_start,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
DOOR_29,ELBOW_R29,door_to_hallway,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
C19,C20,navigation,1.0,5.0,50.0,6,1,0.12,12.0,False
C16,ELBOW_R17,navigation,1.0,2.0,20.0,2,1,0.1,10.0,False
DOOR_17,ELBOW_R17,door_to_hallway,1.0,2.0,20.0,2,1,0.1,10.0,False
C8,ELBOW_R09,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C15,C16,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_09,START_R09,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_09,ELBOW_R09,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_17,START_R17,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C8,C9,navigation,1.0,4.0,40.0,2,1,0.05,5.0,False
C0,C23,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C2,C3,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C7,C8,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C11,C12,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C16,C17,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C20,C21,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
