room_id,room_name,start_node,exit_node,dijkstra_distance,astar_distance,distances_match,same_exact_path,dijkstra_hops,astar_hops,dijkstra_path,astar_path
R03,Room 03,START_R03,EXIT_C,6.0,6.0,True,True,6,6,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C1 -> EXIT_C,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C1 -> EXIT_C
R03,Room 03,START_R03,EXIT_D,5.0,5.0,True,True,5,5,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D
R03,Room 03,START_R03,EXIT_E,6.0,6.0,True,True,6,6,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C3 -> EXIT_E,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C3 -> EXIT_E
R03,Room 03,START_R03,EXIT_F,7.0,7.0,True,True,7,7,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> EXIT_F,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> EXIT_F
R04,Room 04,START_R04,EXIT_A,7.0,7.0,True,True,7,7,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C1 -> C0 -> EXIT_A,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,EXIT_B,12.0,12.0,True,True,12,12,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R04,Room 04,START_R04,EXIT_C,6.0,6.0,True,True,6,6,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C1 -> EXIT_C,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C1 -> EXIT_C
R04,Room 04,START_R04,EXIT_D,5.0,5.0,True,True,5,5,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D
R04,Room 04,START_R04,EXIT_E,6.0,6.0,True,True,6,6,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C3 -> EXIT_E,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C3 -> EXIT_E
R04,Room 04,START_R04,EXIT_F,7.0,7.0,True,True,7,7,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> EXIT_F,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C3 -> C4 -> EXIT_F
R05,Room 05,START_R05,EXIT_A,8.0,8.0,True,True,8,8,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R05,Room 05,START_R05,EXIT_B,11.0,11.0,True,True,11,11,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R05,Room 05,START_R05,EXIT_C,7.0,7.0,True,True,7,7,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> EXIT_C,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> EXIT_C
R05,Room 05,START_R05,EXIT_D,6.0,6.0,True,True,6,6,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D
R05,Room 05,START_R05,EXIT_E,5.0,5.0,True,True,5,5,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> EXIT_E,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> EXIT_E
R05,Room 05,START_R05,EXIT_F,6.0,6.0,True,True,6,6,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C4 -> EXIT_F,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C4 -> EXIT_F
R06,Room 06,START_R06,EXIT_A,8.0,8.0,True,True,8,8,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R06,Room 06,START_R06,EXIT_B,11.0,11.0,True,True,11,11,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R06,Room 06,START_R06,EXIT_C,7.0,7.0,True,True,7,7,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> EXIT_C,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> EXIT_C
R06,Room 06,START_R06,EXIT_D,6.0,6.0,True,True,6,6,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D
R06,Room 06,START_R06,EXIT_E,5.0,5.0,True,True,5,5,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> EXIT_E,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> EXIT_E
R06,Room 06,START_R06,EXIT_F,6.0,6.0,True,True,6,6,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C4 -> EXIT_F,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C4 -> EXIT_F
R07,Room 07,START_R07,EXIT_A,9.0,9.0,True,True,9,9,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R07,Room 07,START_R07,EXIT_B,10.0,10.0,True,True,10,10,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R07,Room 07,START_R07,EXIT_C,8.0,8.0,True,True,8,8,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R07,Room 07,START_R07,EXIT_D,7.0,7.0,True,True,7,7,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> EXIT_D,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> C2 -> EXIT_D
R07,Room 07,START_R07,EXIT_E,6.0,6.0,True,True,6,6,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> EXIT_E,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C3 -> EXIT_E
R07,Room 07,START_R07,EXIT_F,5.0,5.0,True,True,5,5,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> EXIT_F,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> EXIT_F
R08,Room 08,START_R08,EXIT_A,9.0,9.0,True,True,9,9,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R08,Room 08,START_R08,EXIT_B,10.0,10.0,True,True,10,10,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R08,Room 08,START_R08,EXIT_C,8.0,8.0,True,True,8,8,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R08,Room 08,START_R08,EXIT_D,7.0,7.0,True,True,7,7,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> EXIT_D,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> EXIT_D
R08,Room 08,START_R08,EXIT_E,6.0,6.0,True,True,6,6,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> EXIT_E,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> EXIT_E
R08,Room 08,START_R08,EXIT_F,5.0,5.0,True,True,5,5,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> EXIT_F,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> EXIT_F
R09,Room 09,START_R09,EXIT_A,10.0,10.0,True,True,10,10,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R09,Room 09,START_R09,EXIT_B,9.0,9.0,True,True,9,9,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R09,Room 09,START_R09,EXIT_C,9.0,9.0,True,True,9,9,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R09,Room 09,START_R09,EXIT_D,8.0,8.0,True,True,8,8,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R09,Room 09,START_R09,EXIT_E,7.0,7.0,True,True,7,7,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> EXIT_E,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> EXIT_E
R09,Room 09,START_R09,EXIT_F,6.0,6.0,True,True,6,6,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> EXIT_F,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> EXIT_F
R10,Room 10,START_R10,EXIT_A,10.0,10.0,True,True,10,10,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R10,Room 10,START_R10,EXIT_B,9.0,9.0,True,True,9,9,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R10,Room 10,START_R10,EXIT_C,9.0,9.0,True,True,9,9,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R10,Room 10,START_R10,EXIT_D,8.0,8.0,True,True,8,8,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R10,Room 10,START_R10,EXIT_E,7.0,7.0,True,True,7,7,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> EXIT_E,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> EXIT_E
R10,Room 10,START_R10,EXIT_F,6.0,6.0,True,True,6,6,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F
R11,Room 11,START_R11,EXIT_A,11.0,11.0,True,True,11,11,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R11,Room 11,START_R11,EXIT_B,8.0,8.0,True,True,8,8,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R11,Room 11,START_R11,EXIT_C,10.0,10.0,True,True,10,10,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R11,Room 11,START_R11,EXIT_D,9.0,9.0,True,True,9,9,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R11,Room 11,START_R11,EXIT_E,8.0,8.0,True,True,8,8,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R11,Room 11,START_R11,EXIT_F,7.0,7.0,True,True,7,7,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> EXIT_F,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> EXIT_F
R12,Room 12,START_R12,EXIT_A,11.0,11.0,True,True,11,11,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R12,Room 12,START_R12,EXIT_B,8.0,8.0,True,True,8,8,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C7 -> C8 -> C9 -> EXIT_B,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R12,Room 12,START_R12,EXIT_C,10.0,10.0,True,True,10,10,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R12,Room 12,START_R12,EXIT_D,9.0,9.0,True,True,9,9,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R12,Room 12,START_R12,EXIT_E,8.0,8.0,True,True,8,8,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R12,Room 12,START_R12,EXIT_F,7.0,7.0,True,True,7,7,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> EXIT_F,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> EXIT_F
R13,Room 13,START_R13,EXIT_A,12.0,12.0,True,True,12,12,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R13,Room 13,START_R13,EXIT_B,7.0,7.0,True,True,7,7,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C8 -> C9 -> EXIT_B,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C8 -> C9 -> EXIT_B
R13,Room 13,START_R13,EXIT_C,11.0,11.0,True,True,11,11,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R13,Room 13,START_R13,EXIT_D,10.0,10.0,True,True,10,10,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R13,Room 13,START_R13,EXIT_E,9.0,9.0,True,True,9,9,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R13,Room 13,START_R13,EXIT_F,8.0,8.0,True,True,8,8,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> EXIT_F,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
R14,Room 14,START_R14,EXIT_A,12.0,12.0,True,True,12,12,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R14,Room 14,START_R14,EXIT_B,7.0,7.0,True,True,7,7,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C8 -> C9 -> EXIT_B,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C8 -> C9 -> EXIT_B
R14,Room 14,START_R14,EXIT_C,11.0,11.0,True,True,11,11,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R14,Room 14,START_R14,EXIT_D,10.0,10.0,True,True,10,10,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R14,Room 14,START_R14,EXIT_E,9.0,9.0,True,True,9,9,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R14,Room 14,START_R14,EXIT_F,8.0,8.0,True,True,8,8,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> EXIT_F,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
R15,Room 15,START_R15,EXIT_A,13.0,13.0,True,True,13,13,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R15,Room 15,START_R15,EXIT_B,6.0,6.0,True,True,6,6,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C9 -> EXIT_B,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C9 -> EXIT_B
R15,Room 15,START_R15,EXIT_C,12.0,12.0,True,True,12,12,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
R15,Room 15,START_R15,EXIT_D,11.0,11.0,True,True,11,11,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R15,Room 15,START_R15,EXIT_E,10.0,10.0,True,True,10,10,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> EXIT_E
R15,Room 15,START_R15,EXIT_F,9.0,9.0,True,True,9,9,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> EXIT_F,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
R16,Room 16,START_R16,EXIT_A,13.0,13.0,True,True,13,13,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R16,Room 16,START_R16,EXIT_B,6.0,6.0,True,True,6,6,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C9 -> EXIT_B,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C9 -> EXIT_B
R16,Room 16,START_R16,EXIT_C,12.0,12.0,True,True,12,12,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> EXIT_C
