source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C32,C33,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C33,C34,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C34,C35,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C35,C36,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C36,C37,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C37,C38,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C38,C39,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C39,C40,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C40,C41,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
C41,EXIT_D,exit,1.0,5.0,50.0,0,0,0.0,0.0,False
