route_id,room_id,room_name,start_node,exit_node,occupancy,distance,edge_count,path,edge_ids
R02__EXIT_E,R02,Attendance Office,START_R02,EXIT_E,4,39.0,39,START_R02 -> G3 -> DOOR_03 -> E3 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> DOOR_16 -> O10 -> DOOR_15 -> Q10 -> R10 -> S10 -> T10 -> U10 -> V10 -> W10 -> X10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,E601:START_R02--G3 | E283:G3--DOOR_03 | E248:E3--DOOR_03 | E249:E3--E4 | E250:E4--E5 | E251:E5--E6 | E252:E6--E7 | E255:E7--E8 | E256:E8--E9 | E230:E10--E9 | E231:E10--F10 | E257:F10--G10 | E262:G10--H10 | E292:H10--I10 | E317:I10--J10 | E330:J10--K10 | E339:K10--M10 | E393:M10--N10 | E425:N10--DOOR_16 | E457:O10--DOOR_16 | E456:O10--DOOR_15 | E512:Q10--DOOR_15 | E514:Q10--R10 | E545:R10--S10 | E568:S10--T10 | E679:T10--U10 | E692:U10--V10 | E710:V10--W10 | E731:W10--X10 | E749:X10--Y10 | E767:Y10--Y9 | E791:Y8--Y9 | E790:Y7--Y8 | E787:Y6--Y7 | E786:Y5--Y6 | E785:Y4--Y5 | E784:Y3--Y4 | E777:Y2--Y3 | E776:Y2--EXIT_E
R02__EXIT_G,R02,Attendance Office,START_R02,EXIT_G,4,37.0,35,START_R02 -> G3 -> DOOR_03 -> E3 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> M16 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,E601:START_R02--G3 | E283:G3--DOOR_03 | E248:E3--DOOR_03 | E249:E3--E4 | E250:E4--E5 | E251:E5--E6 | E252:E6--E7 | E255:E7--E8 | E256:E8--E9 | E230:E10--E9 | E231:E10--F10 | E257:F10--G10 | E262:G10--H10 | E292:H10--I10 | E317:I10--J10 | E330:J10--K10 | E339:K10--M10 | E393:M10--N10 | E426:N10--N11 | E427:N11--N13 | E428:N13--N15 | E429:N15--N16 | E394:M16--N16 | E344:K16--M16 | E336:J16--K16 | E320:I16--J16 | E298:H16--I16 | E268:G16--H16 | E260:F16--G16 | E236:E16--F16 | E212:D16--E16 | E187:C16--D16 | E167:B16--C16 | E007:A16--B16 | E008:A16--EXIT_G
R02__EXIT_H,R02,Attendance Office,START_R02,EXIT_H,4,43.5,41,START_R02 -> G3 -> DOOR_03 -> E3 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> O16 -> DOOR_27 -> Q16 -> R16 -> S16 -> T16 -> U16 -> V16 -> W16 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_H,E601:START_R02--G3 | E283:G3--DOOR_03 | E248:E3--DOOR_03 | E249:E3--E4 | E250:E4--E5 | E251:E5--E6 | E252:E6--E7 | E255:E7--E8 | E256:E8--E9 | E230:E10--E9 | E231:E10--F10 | E257:F10--G10 | E262:G10--H10 | E292:H10--I10 | E317:I10--J10 | E330:J10--K10 | E339:K10--M10 | E393:M10--N10 | E426:N10--N11 | E427:N11--N13 | E428:N13--N15 | E429:N15--N16 | E430:N16--O16 | E464:O16--DOOR_27 | E518:Q16--DOOR_27 | E519:Q16--R16 | E551:R16--S16 | E573:S16--T16 | E682:T16--U16 | E699:U16--V16 | E715:V16--W16 | E734:W16--X16 | E756:X16--Y16 | E773:Y16--Z16 | E038:AA16--Z16 | E037:AA16--AB16 | E063:AB16--AC16 | E081:AC16--AD16 | E101:AD16--AE16 | E133:AE16--AF16 | E151:AF16--EXIT_H
R02__EXIT_A,R02,Attendance Office,START_R02,EXIT_A,4,45.0,43,START_R02 -> G3 -> DOOR_03 -> E3 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> M16 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> DOOR_31 -> D18 -> C18 -> START_R20 -> C20 -> DOOR_37 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,E601:START_R02--G3 | E283:G3--DOOR_03 | E248:E3--DOOR_03 | E249:E3--E4 | E250:E4--E5 | E251:E5--E6 | E252:E6--E7 | E255:E7--E8 | E256:E8--E9 | E230:E10--E9 | E231:E10--F10 | E257:F10--G10 | E262:G10--H10 | E292:H10--I10 | E317:I10--J10 | E330:J10--K10 | E339:K10--M10 | E393:M10--N10 | E426:N10--N11 | E427:N11--N13 | E428:N13--N15 | E429:N15--N16 | E394:M16--N16 | E344:K16--M16 | E336:J16--K16 | E320:I16--J16 | E298:H16--I16 | E268:G16--H16 | E260:F16--G16 | E236:E16--F16 | E212:D16--E16 | E211:D16--DOOR_31 | E214:D18--DOOR_31 | E188:C18--D18 | E189:C18--START_R20 | E644:START_R20--C20 | E192:C20--DOOR_37 | E194:C22--DOOR_37 | E195:C22--DOOR_44 | E197:C24--DOOR_44 | E661:START_R28--C24 | E662:START_R28--C26 | E199:C26--EXIT_A
R02__EXIT_F,R02,Attendance Office,START_R02,EXIT_F,4,42.0,38,START_R02 -> G3 -> DOOR_03 -> E3 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> O16 -> DOOR_26 -> N18 -> N18.5 -> O18.5 -> DOOR_33 -> P18.5 -> P19 -> P20 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,E601:START_R02--G3 | E283:G3--DOOR_03 | E248:E3--DOOR_03 | E249:E3--E4 | E250:E4--E5 | E251:E5--E6 | E252:E6--E7 | E255:E7--E8 | E256:E8--E9 | E230:E10--E9 | E231:E10--F10 | E257:F10--G10 | E262:G10--H10 | E292:H10--I10 | E317:I10--J10 | E330:J10--K10 | E339:K10--M10 | E393:M10--N10 | E426:N10--N11 | E427:N11--N13 | E428:N13--N15 | E429:N15--N16 | E430:N16--O16 | E463:O16--DOOR_26 | E223:DOOR_26--N18 | E431:N18--N18.5 | E434:N18.5--O18.5 | E466:O18.5--DOOR_33 | E225:DOOR_33--P18.5 | E484:P18.5--P19 | E485:P19--P20 | E489:P20--P21 | E492:P21--P22 | E493:P22--P23 | E494:P23--P24 | E496:P24--P25 | E499:P25--P26 | E500:P26--EXIT_F
R02__EXIT_B,R02,Attendance Office,START_R02,EXIT_B,4,50.5,48,START_R02 -> G3 -> DOOR_03 -> E3 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> O16 -> DOOR_27 -> Q16 -> R16 -> S16 -> T16 -> U16 -> V16 -> W16 -> X16 -> DOOR_30 -> X18 -> START_R24 -> X20 -> DOOR_39 -> X22 -> DOOR_49 -> X24 -> START_R32 -> Y25 -> DOOR_51 -> AA25 -> DOOR_53 -> AC25 -> AC26 -> EXIT_B,E601:START_R02--G3 | E283:G3--DOOR_03 | E248:E3--DOOR_03 | E249:E3--E4 | E250:E4--E5 | E251:E5--E6 | E252:E6--E7 | E255:E7--E8 | E256:E8--E9 | E230:E10--E9 | E231:E10--F10 | E257:F10--G10 | E262:G10--H10 | E292:H10--I10 | E317:I10--J10 | E330:J10--K10 | E339:K10--M10 | E393:M10--N10 | E426:N10--N11 | E427:N11--N13 | E428:N13--N15 | E429:N15--N16 | E430:N16--O16 | E464:O16--DOOR_27 | E518:Q16--DOOR_27 | E519:Q16--R16 | E551:R16--S16 | E573:S16--T16 | E682:T16--U16 | E699:U16--V16 | E715:V16--W16 | E734:W16--X16 | E755:X16--DOOR_30 | E757:X18--DOOR_30 | E651:START_R24--X18 | E652:START_R24--X20 | E759:X20--DOOR_39 | E228:DOOR_39--X22 | E761:X22--DOOR_49 | E763:X24--DOOR_49 | E673:START_R32--X24 | E675:START_R32--Y25 | E780:Y25--DOOR_51 | E046:AA25--DOOR_51 | E047:AA25--DOOR_53 | E091:AC25--DOOR_53 | E090:AC25--AC26 | E093:AC26--EXIT_B
R03__EXIT_C,R03,Registrar & Student Records,START_R03,EXIT_C,4,38.0,38,START_R03 -> DOOR_02 -> Y3 -> Y4 -> Y5 -> Y6 -> Y7 -> Y8 -> Y9 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> DOOR_16 -> N10 -> M10 -> K10 -> J10 -> I10 -> H10 -> G10 -> F10 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,E604:START_R03--DOOR_02 | E782:Y3--DOOR_02 | E784:Y3--Y4 | E785:Y4--Y5 | E786:Y5--Y6 | E787:Y6--Y7 | E790:Y7--Y8 | E791:Y8--Y9 | E767:Y10--Y9 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E457:O10--DOOR_16 | E425:N10--DOOR_16 | E393:M10--N10 | E339:K10--M10 | E330:J10--K10 | E317:I10--J10 | E292:H10--I10 | E262:G10--H10 | E257:F10--G10 | E231:E10--F10 | E230:E10--E9 | E256:E8--E9 | E255:E7--E8 | E252:E6--E7 | E251:E5--E6 | E250:E4--E5 | E249:E3--E4 | E239:E2--E3 | E240:E2--EXIT_C
R03__EXIT_D,R03,Registrar & Student Records,START_R03,EXIT_D,4,28.5,28,START_R03 -> DOOR_02 -> Y3 -> Y4 -> Y5 -> Y6 -> Y7 -> Y8 -> Y9 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O8 -> O7 -> O6 -> P6 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,E604:START_R03--DOOR_02 | E782:Y3--DOOR_02 | E784:Y3--Y4 | E785:Y4--Y5 | E786:Y5--Y6 | E787:Y6--Y7 | E790:Y7--Y8 | E791:Y8--Y9 | E767:Y10--Y9 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E459:O10--O8 | E479:O7--O8 | E477:O6--O7 | E478:O6--P6 | E505:P5--P6 | E503:P4--P5 | E501:P3--P4 | E487:P2--P3 | E486:P2--EXIT_D
R03__EXIT_E,R03,Registrar & Student Records,START_R03,EXIT_E,4,4.0,4,START_R03 -> DOOR_02 -> Y3 -> Y2 -> EXIT_E,E604:START_R03--DOOR_02 | E782:Y3--DOOR_02 | E777:Y2--Y3 | E776:Y2--EXIT_E
R03__EXIT_G,R03,Registrar & Student Records,START_R03,EXIT_G,4,39.5,37,START_R03 -> DOOR_02 -> Y3 -> Y4 -> Y5 -> Y6 -> Y7 -> Y8 -> Y9 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O11 -> O13 -> O15 -> O16 -> N16 -> M16 -> K16 -> J16 -> I16 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,E604:START_R03--DOOR_02 | E782:Y3--DOOR_02 | E784:Y3--Y4 | E785:Y4--Y5 | E786:Y5--Y6 | E787:Y6--Y7 | E790:Y7--Y8 | E791:Y8--Y9 | E767:Y10--Y9 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E458:O10--O11 | E460:O11--O13 | E461:O13--O15 | E462:O15--O16 | E430:N16--O16 | E394:M16--N16 | E344:K16--M16 | E336:J16--K16 | E320:I16--J16 | E298:H16--I16 | E268:G16--H16 | E260:F16--G16 | E236:E16--F16 | E212:D16--E16 | E187:C16--D16 | E167:B16--C16 | E007:A16--B16 | E008:A16--EXIT_G
R03__EXIT_H,R03,Registrar & Student Records,START_R03,EXIT_H,4,39.0,37,START_R03 -> DOOR_02 -> Y3 -> Y4 -> Y5 -> Y6 -> Y7 -> Y8 -> Y9 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> Q11 -> Q13 -> Q15 -> Q16 -> R16 -> S16 -> T16 -> U16 -> V16 -> W16 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_H,E604:START_R03--DOOR_02 | E782:Y3--DOOR_02 | E784:Y3--Y4 | E785:Y4--Y5 | E786:Y5--Y6 | E787:Y6--Y7 | E790:Y7--Y8 | E791:Y8--Y9 | E767:Y10--Y9 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E513:Q10--Q11 | E515:Q11--Q13 | E516:Q13--Q15 | E517:Q15--Q16 | E519:Q16--R16 | E551:R16--S16 | E573:S16--T16 | E682:T16--U16 | E699:U16--V16 | E715:V16--W16 | E734:W16--X16 | E756:X16--Y16 | E773:Y16--Z16 | E038:AA16--Z16 | E037:AA16--AB16 | E063:AB16--AC16 | E081:AC16--AD16 | E101:AD16--AE16 | E133:AE16--AF16 | E151:AF16--EXIT_H
R03__EXIT_A,R03,Registrar & Student Records,START_R03,EXIT_A,4,47.25,46,START_R03 -> DOOR_02 -> Y3 -> Y4 -> Y5 -> Y6 -> Y7 -> Y8 -> Y9 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O11 -> O13 -> O15 -> O16 -> DOOR_26 -> N18 -> N18.5 -> M18.5 -> DOOR_32 -> K18.5 -> K19 -> K20 -> K21 -> K22 -> J22 -> I22 -> H22 -> G22 -> F22 -> E22 -> D22 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,E604:START_R03--DOOR_02 | E782:Y3--DOOR_02 | E784:Y3--Y4 | E785:Y4--Y5 | E786:Y5--Y6 | E787:Y6--Y7 | E790:Y7--Y8 | E791:Y8--Y9 | E767:Y10--Y9 | E749:X10--Y10 | E731:W10--X10 | E710:V10--W10 | E692:U10--V10 | E679:T10--U10 | E568:S10--T10 | E545:R10--S10 | E514:Q10--R10 | E512:Q10--DOOR_15 | E456:O10--DOOR_15 | E458:O10--O11 | E460:O11--O13 | E461:O13--O15 | E462:O15--O16 | E463:O16--DOOR_26 | E223:DOOR_26--N18 | E431:N18--N18.5 | E398:M18.5--N18.5 | E224:DOOR_32--M18.5 | E347:K18.5--DOOR_32 | E348:K18.5--K19 | E349:K19--K20 | E352:K20--K21 | E354:K21--K22 | E337:J22--K22 | E324:I22--J22 | E307:H22--I22 | E276:G22--H22 | E261:F22--G22 | E241:E22--F22 | E219:D22--E22 | E193:C22--D22 | E195:C22--DOOR_44 | E197:C24--DOOR_44 | E661:START_R28--C24 | E662:START_R28--C26 | E199:C26--EXIT_A
